Title,Pub_name,DOI,Year,Link
"Comparative volatiles, amino acids, and phenolic compounds and characteristics of roasted germinated wheat (<ce:italic>Triticum aestivum</ce:italic> L.) during beverage preparation",LWT,10.1016/j.lwt.2022.114412,2023-01-01,https://api.elsevier.com/content/article/doi/10.1016/j.lwt.2022.114412?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation and properties of trimesoyl chloride crosslinked poly(vinyl alcohol) membranes for pervaporation dehydration of isopropanol,Journal of Membrane Science,10.1016/j.memsci.2006.09.042,2006-12-15,https://api.elsevier.com/content/article/doi/10.1016/j.memsci.2006.09.042?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"<ce:italic>Lactobacillus rhamnosus</ce:italic> GG supernatant promotes intestinal barrier function, balances T<ce:inf loc=post>reg</ce:inf> and T<ce:inf loc=post>H</ce:inf>17 cells and ameliorates hepatic injury in a mouse model of chronic-binge alcohol feeding",Toxicology Letters,10.1016/j.toxlet.2015.11.019,2016-01-22,https://api.elsevier.com/content/article/doi/10.1016/j.toxlet.2015.11.019?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Highly flexible and adhesive poly(vinyl alcohol)/poly(acrylic amide-co-2-acrylamido-2-methylpropane sulfonic acid)/glycerin hydrogel electrolyte for stretchable and resumable supercapacitor,Chemical Engineering Journal,10.1016/j.cej.2021.131505,2021-12-01,https://api.elsevier.com/content/article/doi/10.1016/j.cej.2021.131505?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Long-term trends of fluorotelomer alcohols in a wastewater treatment plant impacted by textile manufacturing industry,Chemosphere,10.1016/j.chemosphere.2022.134442,2022-07-31,https://api.elsevier.com/content/article/doi/10.1016/j.chemosphere.2022.134442?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Spatio-temporal processing of words and nonwords: Hemispheric laterality and acute alcohol intoxication,Brain Research,10.1016/j.brainres.2014.02.030,2014-04-16,https://api.elsevier.com/content/article/doi/10.1016/j.brainres.2014.02.030?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Green synthesis of a novel porous gold-curcumin nanocomposite for super-efficient alcohol oxidation,Nano Energy,10.1016/j.nanoen.2022.106966,2022-04-30,https://api.elsevier.com/content/article/doi/10.1016/j.nanoen.2022.106966?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Palladium nanoparticles supported on core-shell and yolk-shell Fe<ce:inf loc=post>3</ce:inf>O<ce:inf loc=post>4</ce:inf>@nitrogen doped carbon cubes as a highly efficient, magnetically separable catalyst for the reduction of nitroarenes and the oxidation of alcohols",Journal of Catalysis,10.1016/j.jcat.2018.05.003,2018-08-31,https://api.elsevier.com/content/article/doi/10.1016/j.jcat.2018.05.003?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Liquid-liquid equilibrium of alcohol–ester systems with deep eutectic solvent on the base of choline chloride,The Journal of Chemical Thermodynamics,10.1016/j.jct.2018.11.019,2019-04-30,https://api.elsevier.com/content/article/doi/10.1016/j.jct.2018.11.019?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Alcohol-assisted synthesis of high-silica zeolites in the absence of organic structure-directing agents,Chinese Journal of Catalysis,10.1016/S1872-2067(20)63677-4,2021-04-30,https://api.elsevier.com/content/article/doi/10.1016/S1872-2067(20)63677-4?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Emulsification efficacy of <ce:italic>Quillaja</ce:italic> saponins at very low concentration: Model development and role of alcohols,Colloids and Surfaces B: Biointerfaces,10.1016/j.colsurfb.2017.08.041,2017-11-01,https://api.elsevier.com/content/article/doi/10.1016/j.colsurfb.2017.08.041?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Transitions through stages of alcohol involvement: The potential role of mood disorders,Drug and Alcohol Dependence,10.1016/j.drugalcdep.2018.02.027,2018-08-01,https://api.elsevier.com/content/article/doi/10.1016/j.drugalcdep.2018.02.027?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Cu and Fe-doped monolacunary tungstosilicate catalysts with efficient catalytic activity for benzyl alcohol oxidation and simulation gasoline desulfurization,Materials Research Bulletin,10.1016/j.materresbull.2016.09.014,2017-01-31,https://api.elsevier.com/content/article/doi/10.1016/j.materresbull.2016.09.014?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Enhanced thermal conductivity of polyvinyl alcohol insulation composites with m-BN@CNW hybrid materials,Composites Science and Technology,10.1016/j.compscitech.2021.108766,2021-05-26,https://api.elsevier.com/content/article/doi/10.1016/j.compscitech.2021.108766?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Motivation to change alcohol use and treatment engagement in incarcerated youth,Addictive Behaviors,10.1016/j.addbeh.2011.01.007,2011-06-30,https://api.elsevier.com/content/article/doi/10.1016/j.addbeh.2011.01.007?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Plasma metabolic biomarkers for discriminating individuals with alcohol use disorders from social drinkers and alcohol-naive subjects,Journal of Substance Abuse Treatment,10.1016/j.jsat.2017.02.015,2017-06-30,https://api.elsevier.com/content/article/doi/10.1016/j.jsat.2017.02.015?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Associations between childhood ADHD, gender, and adolescent alcohol and marijuana involvement: A causally informative design",Drug and Alcohol Dependence,10.1016/j.drugalcdep.2017.11.011,2018-03-01,https://api.elsevier.com/content/article/doi/10.1016/j.drugalcdep.2017.11.011?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Preparation, characterization and properties of proton exchange nanocomposite membranes based on poly(vinyl alcohol) and poly(sulfonic acid)-grafted silica nanoparticles",International Journal of Hydrogen Energy,10.1016/j.ijhydene.2012.07.079,2013-05-01,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2012.07.079?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Engineering of <ce:italic>Ganoderma lucidum</ce:italic> polysaccharide loaded polyvinyl alcohol nanofibers for biopharmaceutical delivery,Journal of Drug Delivery Science and Technology,10.1016/j.jddst.2019.01.032,2019-04-30,https://api.elsevier.com/content/article/doi/10.1016/j.jddst.2019.01.032?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Effect of an ionic liquid on the physicochemical properties of chitosan/poly(vinyl alcohol) mixtures,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2019.10.084,2020-03-15,https://api.elsevier.com/content/article/doi/10.1016/j.ijbiomac.2019.10.084?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Binge alcohol consumption 18 h after induction of sepsis in a mouse model causes rapid overgrowth of bacteria, a cytokine storm, and decreased survival",Alcohol,10.1016/j.alcohol.2016.11.007,2017-09-30,https://api.elsevier.com/content/article/doi/10.1016/j.alcohol.2016.11.007?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Graphite oxide swelling in molten sugar alcohols and their aqueous solutions,Carbon,10.1016/j.carbon.2018.08.033,2018-12-31,https://api.elsevier.com/content/article/doi/10.1016/j.carbon.2018.08.033?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
9: Bimetallic nanomaterials for direct alcohol fuel cells,Nanomaterials for Direct Alcohol Fuel Cells,10.1016/B978-0-12-821713-9.00017-2,2021-12-31,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-821713-9.00017-2?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Comparison of polyvinyl alcohol films reinforced with cellulose nanofibers derived from oil palm by impregnating and casting methods,Carbohydrate Polymers,10.1016/j.carbpol.2020.116907,2020-12-15,https://api.elsevier.com/content/article/doi/10.1016/j.carbpol.2020.116907?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Implementing an alcohol care pathway in a general hospital: Cash on the barrel needed,Journal of Psychosomatic Research,10.1016/j.jpsychores.2019.03.091,2019-06-30,https://api.elsevier.com/content/article/doi/10.1016/j.jpsychores.2019.03.091?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Iron-catalyzed cross etherification of alcohols to form unsymmetrical benzyl ethers,Molecular Catalysis,10.1016/j.mcat.2016.12.014,2017-05-31,https://api.elsevier.com/content/article/doi/10.1016/j.mcat.2016.12.014?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Multi-scale reinforcement of multi-walled carbon nanotubes / polyvinyl alcohol fibers on lightweight engineered geopolymer composites,Journal of Building Engineering,10.1016/j.jobe.2022.104889,2022-10-01,https://api.elsevier.com/content/article/doi/10.1016/j.jobe.2022.104889?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Physical properties and structural characterization of starch/polyvinyl alcohol/graphene oxide composite films,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2018.11.071,2019-02-15,https://api.elsevier.com/content/article/doi/10.1016/j.ijbiomac.2018.11.071?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Photocrosslinking maleilated hyaluronate/methacrylated poly (vinyl alcohol) nanofibrous mats for hydrogel wound dressings,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2019.11.048,2020-07-15,https://api.elsevier.com/content/article/doi/10.1016/j.ijbiomac.2019.11.048?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Novel scaffolds based on hydroxyapatite/poly(vinyl alcohol) nanocomposite coated porous TiO<ce:inf loc=post>2</ce:inf> ceramics for bone tissue engineering,Ceramics International,10.1016/j.ceramint.2015.09.101,2016-01-31,https://api.elsevier.com/content/article/doi/10.1016/j.ceramint.2015.09.101?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation of spherical WC-Co powder by spray granulation combined with radio frequency induction plasma spheroidization,Ceramics International,10.1016/j.ceramint.2022.12.097,2022-12-14,https://api.elsevier.com/content/article/doi/10.1016/j.ceramint.2022.12.097?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation and characterization of cross-linked poly (vinyl alcohol)/hyperbranched polyester membrane for the pervaporation dehydration of ethylene glycol solution,European Polymer Journal,10.1016/j.eurpolymj.2014.11.027,2015-01-31,https://api.elsevier.com/content/article/doi/10.1016/j.eurpolymj.2014.11.027?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
One-pot monoterpene alcohol amination over Au/ZrO<ce:inf loc=post>2</ce:inf> catalyst: Effect of the substrate structure,Journal of Catalysis,10.1016/j.jcat.2018.01.020,2018-04-30,https://api.elsevier.com/content/article/doi/10.1016/j.jcat.2018.01.020?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
A practical process to chiral ferrocenyl alcohols via asymmetric transfer hydrogenation catalyzed with a PEG-bound Ru catalyst in water and its application in preparing Ugi’s amine,Tetrahedron: Asymmetry,10.1016/j.tetasy.2009.02.045,2009-03-25,https://api.elsevier.com/content/article/doi/10.1016/j.tetasy.2009.02.045?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Photo-generated reactive oxygen species assisted tandem amine homocoupling and amine-alcohol cross-coupling reaction on mesoporous spinel cobalt oxide,Applied Catalysis B: Environmental,10.1016/j.apcatb.2019.118386,2020-07-05,https://api.elsevier.com/content/article/doi/10.1016/j.apcatb.2019.118386?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
I<ce:inf loc=post>2</ce:inf>/Fe(NO<ce:inf loc=post>3</ce:inf>)<ce:inf loc=post>3</ce:inf>·9H<ce:inf loc=post>2</ce:inf>O-catalyzed oxidative synthesis of aryl carboxylic acids from aryl alkyl ketones and secondary benzylic alcohols,Tetrahedron Letters,10.1016/j.tetlet.2018.10.060,2018-12-05,https://api.elsevier.com/content/article/doi/10.1016/j.tetlet.2018.10.060?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Inhibition of <ce:italic>Glyoxalase 1</ce:italic> reduces alcohol self-administration in dependent and nondependent rats,Pharmacology Biochemistry and Behavior,10.1016/j.pbb.2018.03.001,2018-04-30,https://api.elsevier.com/content/article/doi/10.1016/j.pbb.2018.03.001?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Poor quality alcohol hand-rub associated multidrug resistant <ce:italic>Klebsiella pnemoniae</ce:italic> outbreak in a neonatal unit,International Journal of Infectious Diseases,10.1016/j.ijid.2020.09.836,2020-12-31,https://api.elsevier.com/content/article/doi/10.1016/j.ijid.2020.09.836?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Suitability of the hydrocarbon-hydroxylating molybdenum-enzyme ethylbenzene dehydrogenase for industrial chiral alcohol production,Journal of Biotechnology,10.1016/j.jbiotec.2014.06.021,2014-12-20,https://api.elsevier.com/content/article/doi/10.1016/j.jbiotec.2014.06.021?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"In vivo safety assessment, biodistribution and toxicology of polyvinyl alcohol microneedles with 160-day uninterruptedly applications in mice",European Journal of Pharmaceutics and Biopharmaceutics,10.1016/j.ejpb.2021.01.005,2021-03-31,https://api.elsevier.com/content/article/doi/10.1016/j.ejpb.2021.01.005?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Molecular interactions of ionic liquid {<ce:italic>n-</ce:italic>butylammonium methanoate (N4Met) + alcohols} at several temperatures: Thermodynamic and spectroscopic properties,The Journal of Chemical Thermodynamics,10.1016/j.jct.2020.106140,2020-09-30,https://api.elsevier.com/content/article/doi/10.1016/j.jct.2020.106140?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Flexible and biocompatible poly (vinyl alcohol)/multi-walled carbon nanotubes hydrogels with epsilon-near-zero properties,Journal of Materials Science & Technology,10.1016/j.jmst.2022.05.019,2022-12-20,https://api.elsevier.com/content/article/doi/10.1016/j.jmst.2022.05.019?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation of nanocrystalline LaFeO<ce:inf loc=post>3</ce:inf> using reverse drop coprecipitation with polyvinyl alcohol as protecting agent,Materials Chemistry and Physics,10.1016/0254-0584(94)90082-5,1994-03-31,https://api.elsevier.com/content/article/doi/10.1016/0254-0584(94)90082-5?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation and properties of Starch-g-PLA/poly(vinyl alcohol) composite film,Carbohydrate Polymers,10.1016/j.carbpol.2013.04.011,2013-07-25,https://api.elsevier.com/content/article/doi/10.1016/j.carbpol.2013.04.011?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Highly efficient activation of peroxymonosulfate by illite-based ultrafine cobalt oxide for the degradation of polyvinyl alcohol,Separation and Purification Technology,10.1016/j.seppur.2021.118759,2021-08-15,https://api.elsevier.com/content/article/doi/10.1016/j.seppur.2021.118759?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Practical CuCl/DABCO/4-HO-TEMPO-catalyzed oxidative synthesis of nitriles from alcohols with air as oxidant,Chinese Chemical Letters,10.1016/j.cclet.2017.10.036,2018-03-31,https://api.elsevier.com/content/article/doi/10.1016/j.cclet.2017.10.036?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Effect of next generation higher alcohols and <ce:italic>Calophyllum inophyllum</ce:italic> methyl ester blends in diesel engine,Journal of Cleaner Production,10.1016/j.jclepro.2018.01.167,2018-04-10,https://api.elsevier.com/content/article/doi/10.1016/j.jclepro.2018.01.167?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Convenient preparation of hematoporphyrin esters from higher alcohols; dihexyl, dioctyl, diamyl, dibutyl and dipropyl ester",Biochimica et Biophysica Acta (BBA) - General Subjects,10.1016/0304-4165(89)90017-2,1989-08-18,https://api.elsevier.com/content/article/doi/10.1016/0304-4165(89)90017-2?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
The improvement of freezing–thawing resistance of concrete by cellulose/polyvinyl alcohol hydrogel,Construction and Building Materials,10.1016/j.conbuildmat.2021.123274,2021-07-12,https://api.elsevier.com/content/article/doi/10.1016/j.conbuildmat.2021.123274?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Ultrasound-assisted enzymatic preparation of fatty acid ethyl ester in deep eutectic solvent,Renewable Energy,10.1016/j.renene.2020.09.114,2021-02-28,https://api.elsevier.com/content/article/doi/10.1016/j.renene.2020.09.114?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
